date,site,rainfall,tasmax,tasmin,tasmax_adj,tasmin_adj,Tmean,GDD,cumGDD
2025-01-01,Ainsdale,1.7156529017857143,7.961690848214285,6.547572544642857,7.961690848214285,6.547572544642857,7.2546316964285715,3.2546316964285715,3.2546316964285715
2025-01-02,Ainsdale,0.22564174107142856,5.353822544642857,-1.8242466517857143,5.353822544642857,4,4.676911272321428,0.6769112723214281,3.9315429687499996
2025-01-03,Ainsdale,3.1076171874999994,6.5505859375,-1.423911830357143,6.5505859375,4,5.27529296875,1.2752929687499996,5.206835937499999
2025-01-04,Ainsdale,3.5840680803571425,3.653627232142857,2.829575892857143,3.653627232142857,4,3.8268136160714286,0,5.206835937499999
2025-01-05,Ainsdale,32.57318638392857,3.4658761160714286,0.7366350446428571,3.4658761160714286,4,3.7329380580357143,0,5.206835937499999
2025-01-06,Ainsdale,3.481780133928572,5.846902901785715,1.1230189732142857,5.846902901785715,4,4.923451450892857,0.9234514508928573,6.130287388392857
2025-01-07,Ainsdale,2.4080915178571427,4.897154017857143,0.7354631696428571,4.897154017857143,4,4.448577008928572,0.4485770089285719,6.5788643973214285
2025-01-08,Ainsdale,0.2727120535714286,1.7851283482142855,-0.5738839285714289,1.7851283482142855,4,2.8925641741071426,0,6.5788643973214285
2025-01-09,Ainsdale,0.6409040178571429,4.498074776785714,-4.949358258928571,4.498074776785714,4,4.249037388392857,0.24903738839285694,6.827901785714285
2025-01-10,Ainsdale,0.14344308035714287,2.950864955357143,-5.1146484375,2.950864955357143,4,3.4754324776785714,0,6.827901785714285
2025-01-11,Ainsdale,0.78515625,3.1296316964285715,-3.857979910714286,3.1296316964285715,4,3.5648158482142858,0,6.827901785714285
2025-01-12,Ainsdale,0.04732142857142857,6.110630580357143,-1.206138392857143,6.110630580357143,4,5.055315290178571,1.0553152901785712,7.883217075892857
2025-01-13,Ainsdale,1.8190569196428568,9.0615234375,1.633677455357143,9.0615234375,4,6.53076171875,2.53076171875,10.413978794642857
2025-01-14,Ainsdale,0.6297154017857144,9.625753348214285,5.5255859375,9.625753348214285,5.5255859375,7.575669642857143,3.575669642857143,13.9896484375
2025-01-15,Ainsdale,0.21219308035714285,10.487946428571428,5.741880580357143,10.487946428571428,5.741880580357143,8.114913504464285,4.114913504464285,18.104561941964285
2025-01-16,Ainsdale,0.09294084821428572,9.903878348214286,0.3988560267857142,9.903878348214286,4,6.951939174107143,2.9519391741071432,21.056501116071427
2025-01-17,Ainsdale,0.0103515625,9.263699776785714,1.5339564732142859,9.263699776785714,4,6.631849888392857,2.631849888392857,23.688351004464284
2025-01-18,Ainsdale,0.001199776785714286,4.190652901785715,2.746847098214286,4.190652901785715,4,4.095326450892857,0.0953264508928573,23.783677455357143
2025-01-19,Ainsdale,0.35147879464285714,3.926088169642857,0.3090680803571428,3.926088169642857,4,3.9630440848214286,0,23.783677455357143
2025-01-20,Ainsdale,4.5847098214285715,6.332366071428571,0.5039341517857143,6.332366071428571,4,5.166183035714285,1.166183035714285,24.949860491071426
2025-01-21,Ainsdale,2.8853236607142856,6.512555803571429,3.6138113839285713,6.512555803571429,4,5.256277901785714,1.2562779017857144,26.20613839285714
2025-01-22,Ainsdale,1.2104631696428572,5.7655412946428575,1.8709263392857143,5.7655412946428575,4,4.882770647321429,0.8827706473214292,27.08890904017857
2025-01-23,Ainsdale,6.561188616071429,10.217410714285714,2.361049107142857,10.217410714285714,4,7.108705357142857,3.108705357142857,30.197614397321427
2025-01-24,Ainsdale,0.5082031250000001,8.547154017857142,4.548381696428572,8.547154017857142,4.548381696428572,6.547767857142857,2.5477678571428566,32.74538225446428
2025-01-25,Ainsdale,2.027176339285714,7.361188616071429,3.8193638392857143,7.361188616071429,4,5.680594308035714,1.6805943080357144,34.4259765625
2025-01-26,Ainsdale,6.259486607142857,7.3186104910714285,2.013671875,7.3186104910714285,4,5.659305245535714,1.6593052455357142,36.08528180803572
2025-01-27,Ainsdale,1.855078125,8.639704241071428,2.982924107142857,8.639704241071428,4,6.319852120535714,2.319852120535714,38.40513392857143
2025-01-28,Ainsdale,1.223716517857143,8.447349330357143,4.81640625,8.447349330357143,4.81640625,6.631877790178572,2.6318777901785717,41.03701171875
2025-01-29,Ainsdale,0.08560267857142859,8.015931919642858,4.954129464285714,8.015931919642858,4.954129464285714,6.485030691964286,2.485030691964286,43.522042410714285
2025-01-30,Ainsdale,5.332505580357143,7.58671875,1.4304408482142859,7.58671875,4,5.793359375,1.7933593749999996,45.315401785714286
2025-01-31,Ainsdale,0.025613839285714285,7.9020926339285715,2.6800223214285714,7.9020926339285715,4,5.951046316964286,1.9510463169642858,47.26644810267857
2025-02-01,Ainsdale,0.023660714285714285,7.6680524553571425,2.9765066964285714,7.6680524553571425,4,5.834026227678571,1.8340262276785708,49.100474330357144
2025-02-02,Ainsdale,0.3269810267857143,7.561049107142857,4.587779017857143,7.561049107142857,4.587779017857143,6.0744140625,2.0744140625,51.17488839285714
2025-02-03,Ainsdale,0.06029575892857143,10.90078125,4.963532366071429,10.90078125,4.963532366071429,7.932156808035714,3.932156808035714,55.107045200892856
2025-02-04,Ainsdale,1.171958705357143,10.104185267857142,6.1084821428571425,10.104185267857142,6.1084821428571425,8.106333705357143,4.106333705357143,59.21337890625
2025-02-05,Ainsdale,0.16710379464285713,8.267661830357143,5.280831473214286,8.267661830357143,5.280831473214286,6.774246651785715,2.774246651785715,61.98762555803571
2025-02-06,Ainsdale,0.19695870535714285,8.338253348214286,-1.526255580357143,8.338253348214286,4,6.169126674107143,2.169126674107143,64.15675223214285
