date,rainfall,site,year,month,tasmax,tasmin
2019-06-16,101.33388756591785,Hazelrigg,2019,6,17.18230571646665,10.293829322124758
2019-06-16,122.65487939075695,Ainsdale,2019,6,17.477893762091856,11.251786859676752
2019-07-16,46.34042999800897,Wytham,2019,7,23.453707252028927,13.169032783307655
2019-07-16,134.04778728922372,Hazelrigg,2019,7,20.111927541617554,13.453577610894001
2019-07-16,125.90309477944487,Ainsdale,2019,7,20.552347111876053,14.10878625169099
2019-08-16,61.88797604748085,Wytham,2019,8,22.749807603631872,12.783741965715242
2019-08-16,144.18237967840116,Hazelrigg,2019,8,19.19547178044447,13.564799733793569
2019-08-16,80.16786200357818,Ainsdale,2019,8,19.90108489235379,14.49121555375113
2019-09-16,90.74985693644659,Wytham,2019,9,19.546592253090015,10.144290778693174
2019-09-16,186.77057337936918,Hazelrigg,2019,9,16.413199866299138,10.540941941480892
2019-09-16,137.09770674892363,Ainsdale,2019,9,17.349580825214083,11.415950832257618
2019-10-16,131.1155803541967,Wytham,2019,10,13.777495263570131,7.085382175189035
2019-10-16,120.04749686204539,Hazelrigg,2019,10,12.23746175117064,6.807064254634837
2019-10-16,125.39242912877464,Ainsdale,2019,10,13.066568507805219,7.286124034815131
2019-11-16,121.03265074864561,Wytham,2019,11,8.93546541830249,3.729040825261168
2019-11-16,78.02033604931438,Hazelrigg,2019,11,8.391539642614482,3.7831206701873827
2019-11-16,89.68321799777944,Ainsdale,2019,11,8.993820863993589,4.55503395445104
2019-12-16,99.96748234738564,Wytham,2019,12,8.817396115078427,3.161213172034773
2019-12-16,130.40352109276688,Hazelrigg,2019,12,7.969044127427856,3.363284860251539
2019-12-16,99.69351995165675,Ainsdale,2019,12,8.805919025480355,4.139875238757993
2020-01-16,62.10145773164054,Wytham,2020,1,8.986780239609182,4.115451116434469
2020-01-16,106.41536535792906,Hazelrigg,2020,1,8.311712177720521,3.895669462881377
2020-01-16,51.154444455461466,Ainsdale,2020,1,9.002741528952718,4.639922499445275
2020-02-16,109.67239734691897,Wytham,2020,2,9.827715395574756,3.4202012002000837
2020-02-16,255.57682203112776,Hazelrigg,2020,2,8.210582272769681,3.376856613200772
2020-02-16,152.12375172858245,Ainsdale,2020,2,8.998066980505843,4.2183062264160736
2020-03-16,41.49153915106186,Wytham,2020,3,10.715381982818682,2.733869610856642
2020-03-16,81.9030474150972,Hazelrigg,2020,3,10.0866579693865,3.148667629015873
2020-03-16,46.833683266107556,Ainsdale,2020,3,10.58029788434325,3.621252602005358
2020-04-16,44.12275915693096,Wytham,2020,4,16.809743302001234,5.156542487045286
2020-04-16,16.240784123801987,Hazelrigg,2020,4,14.372982314206322,5.305489710927756
2020-04-16,18.87298947671485,Ainsdale,2020,4,15.002067817220983,6.130369887146601
2020-05-16,2.790554062288274,Wytham,2020,5,19.372705939000195,7.136861450180589
2020-05-16,28.844595115652957,Hazelrigg,2020,5,16.144775096065327,7.226061008064415
2020-05-16,3.1699677787451086,Ainsdale,2020,5,17.040334117244043,8.103456627839224
2020-06-16,67.92791654229605,Wytham,2020,6,20.686727060134544,11.212836394141553
2020-06-16,111.09030746271324,Hazelrigg,2020,6,18.343979812586955,11.378658367949157
2020-06-16,103.9334174617028,Ainsdale,2020,6,18.785398678365965,12.085141574820724
2020-07-16,65.5853757861074,Wytham,2020,7,21.478786732941995,12.168875890861296
2020-07-16,171.1666284460046,Hazelrigg,2020,7,17.056408096409708,11.662420596375538
2020-07-16,116.17469127269428,Ainsdale,2020,7,17.728833350691502,12.746215376514115
2020-08-16,114.49793415528687,Wytham,2020,8,22.864076829986193,14.035882103630225
2020-08-16,192.94812074683418,Hazelrigg,2020,8,19.5900158552716,13.100498893421086
2020-08-16,131.5753120791854,Ainsdale,2020,8,20.125300527299835,13.862691645309164
2020-09-16,24.326959236335387,Wytham,2020,9,19.44148336643925,9.784321019072147
2020-09-16,76.19361142935811,Hazelrigg,2020,9,16.52463782936509,9.523713912885915
2020-09-16,59.5134220732928,Ainsdale,2020,9,17.570628096762647,10.122535915722437
2020-10-16,190.02451913169813,Wytham,2020,10,13.660370132596565,7.913543719124515
2020-10-16,197.89707772660145,Hazelrigg,2020,10,12.82517544381316,7.4729385933824934
2020-10-16,160.70857866936944,Ainsdale,2020,10,13.49273539635272,7.996876364032298
2020-11-16,40.922179758542164,Wytham,2020,11,11.426063526707186,5.561475215161063
2020-11-16,134.1235134334939,Hazelrigg,2020,11,11.137647832378601,6.335312914084004
2020-11-16,79.0600847933593,Ainsdale,2020,11,11.83005243195982,7.231796858182012
2020-12-16,102.32566819322417,Wytham,2020,12,7.480049894844815,2.664340730329847
2020-12-16,135.4364737361859,Hazelrigg,2020,12,7.094967745586434,2.4521507250124155
2020-12-16,121.53022739802378,Ainsdale,2020,12,7.965221555411312,3.540962450167303
2021-01-16,113.95163020330347,Wytham,2021,1,6.0668807590407665,0.9010410662250239
2021-01-16,174.25687061342273,Hazelrigg,2021,1,5.236078854443348,0.3814547412596214
2021-01-16,173.0862883182736,Ainsdale,2021,1,6.027280441046703,1.3182965657581784
2021-02-16,55.26389349541221,Wytham,2021,2,8.35102615302405,2.1454292946314397
2021-02-16,103.78435758791245,Hazelrigg,2021,2,7.405986846120006,2.225195038376704
2021-02-16,61.04723608288286,Ainsdale,2021,2,8.169334059170001,2.7208525630873455
2021-03-16,29.998658477503167,Wytham,2021,3,10.912676746570067,3.469691074283386
2021-03-16,121.95075858531926,Hazelrigg,2021,3,9.749401969342603,3.9696864730621337
2021-03-16,68.51944480240996,Ainsdale,2021,3,10.194313906948969,4.72637429151704
2021-04-16,42.03886258453919,Wytham,2021,4,11.809546411277893,1.1887891582349792
2021-04-16,10.967866311084386,Hazelrigg,2021,4,11.12739864822237,1.719009381808283
2021-04-16,7.225148248345475,Ainsdale,2021,4,11.61703435923325,2.6255524796388077
2021-05-16,102.15332291889078,Wytham,2021,5,14.935015226585529,6.239608894200207
2021-05-16,105.27348042588116,Hazelrigg,2021,5,13.468529866809035,6.020214718278052
2021-05-16,99.65699115361961,Ainsdale,2021,5,13.97496668134917,6.966829331212565
2021-06-16,65.71260163125439,Wytham,2021,6,20.59521670486023,11.806534702872652
2021-06-16,28.886326518951414,Hazelrigg,2021,6,18.759342527053796,10.706982773919076
2021-06-16,17.181864329922742,Ainsdale,2021,6,19.26554128979619,11.56692807111782
2021-07-16,63.17914901439492,Wytham,2021,7,23.033462745889338,13.80304443482164
2021-07-16,104.31010670018742,Hazelrigg,2021,7,20.69738524091584,13.47575316868987
2021-07-16,70.12090998792868,Ainsdale,2021,7,21.089326367544174,14.060616926091265
2021-08-16,55.46799969455128,Wytham,2021,8,20.204165360325952,12.582426283926042
2021-08-16,61.40530330564863,Hazelrigg,2021,8,18.466746261509172,12.392441925896353
2021-08-16,47.20226923322502,Ainsdale,2021,8,19.045734498236566,13.181565219705039
2021-09-16,57.8949902532265,Wytham,2021,9,20.888061700479707,11.782902053653993
2021-09-16,101.62486209382777,Hazelrigg,2021,9,18.506904329003028,12.243009319933988
2021-09-16,63.801268922879025,Ainsdale,2021,9,19.47366177022771,12.819535240181331
2021-10-16,97.99548608418088,Wytham,2021,10,15.504860474591075,9.27214811058205
2021-10-16,233.10210869105933,Hazelrigg,2021,10,14.043999408391022,9.188275638339611
2021-10-16,121.13280626753486,Ainsdale,2021,10,14.968301804985078,10.05306092216914
2021-11-16,17.765038767388717,Wytham,2021,11,10.335959900545864,3.980384499413986
2021-11-16,68.35392268651438,Hazelrigg,2021,11,10.353249159340876,4.844922748511067
2021-11-16,58.82913387313049,Ainsdale,2021,11,11.129715502277149,6.111161488899277
2021-12-16,77.9580505453336,Wytham,2021,12,9.152169716673125,4.583036115431147
2021-12-16,160.8690257946843,Hazelrigg,2021,12,7.960709209135068,3.5874486633723226
2021-12-16,126.98840553768906,Ainsdale,2021,12,8.807761150087975,4.784670976631965
2022-01-16,20.492991521778446,Wytham,2022,1,7.902332478563037,1.0688091085842657
