Site,Treatment,Date,Time_point,Species,Individual_nos,Leaf_weight_wet_g,Leaf_area_cm_2,Leaf_weight_dry_g,Leaf_area_mm_2,Leaf_area_m_2,Leaf_weight_dry_mg,Leaf_weight_wet_mg,Trait_name,Trait_value,data_set,is_outlier
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,9,0.10600000000000001,9.950000000000001,0.0287,99.50000000000001,9.95e-4,28.7,106.00000000000001,LWC,0.7292452830188679,field,FALSE
Hazelrigg,NPK_DIST,12/07/2025,T3,AO,9,0.10600000000000001,9.950000000000001,0.0287,99.50000000000001,9.95e-4,28.7,106.00000000000001,EWT,0.007768844221105529,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.038,3.1,0.0074,31,3.1e-4,7.4,38,LMA,2.3870967741935485,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.038,3.1,0.0074,31,3.1e-4,7.4,38,LDMC,0.19473684210526318,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.038,3.1,0.0074,31,3.1e-4,7.4,38,LWC,0.8052631578947369,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.038,3.1,0.0074,31,3.1e-4,7.4,38,EWT,0.009870967741935483,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.058,5.3,0.0195,53,5.3e-4,19.5,58,LMA,3.679245283018868,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.058,5.3,0.0195,53,5.3e-4,19.5,58,LDMC,0.33620689655172414,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.058,5.3,0.0195,53,5.3e-4,19.5,58,LWC,0.6637931034482759,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.058,5.3,0.0195,53,5.3e-4,19.5,58,EWT,0.007264150943396229,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.051000000000000004,4.7,0.0159,47,4.7000000000000004e-4,15.9,51.00000000000001,LMA,3.382978723404255,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.051000000000000004,4.7,0.0159,47,4.7000000000000004e-4,15.9,51.00000000000001,LDMC,0.3117647058823529,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.051000000000000004,4.7,0.0159,47,4.7000000000000004e-4,15.9,51.00000000000001,LWC,0.6882352941176472,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,10,0.051000000000000004,4.7,0.0159,47,4.7000000000000004e-4,15.9,51.00000000000001,EWT,0.00746808510638298,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.115,11.2,0.0229,112,0.00112,22.9,115,LMA,2.044642857142857,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.115,11.2,0.0229,112,0.00112,22.9,115,LDMC,0.1991304347826087,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.115,11.2,0.0229,112,0.00112,22.9,115,LWC,0.8008695652173913,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.115,11.2,0.0229,112,0.00112,22.9,115,EWT,0.008223214285714287,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.06899999999999999,6.33,0.0204,63.3,6.33e-4,20.400000000000002,68.99999999999999,LMA,3.222748815165877,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.06899999999999999,6.33,0.0204,63.3,6.33e-4,20.400000000000002,68.99999999999999,LDMC,0.29565217391304355,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.06899999999999999,6.33,0.0204,63.3,6.33e-4,20.400000000000002,68.99999999999999,LWC,0.7043478260869563,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.06899999999999999,6.33,0.0204,63.3,6.33e-4,20.400000000000002,68.99999999999999,EWT,0.007677725118483412,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.028999999999999998,2.57,0.0057,25.7,2.5699999999999996e-4,5.7,28.999999999999996,LMA,2.217898832684825,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.028999999999999998,2.57,0.0057,25.7,2.5699999999999996e-4,5.7,28.999999999999996,LDMC,0.19655172413793107,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.028999999999999998,2.57,0.0057,25.7,2.5699999999999996e-4,5.7,28.999999999999996,LWC,0.803448275862069,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,11,0.028999999999999998,2.57,0.0057,25.7,2.5699999999999996e-4,5.7,28.999999999999996,EWT,0.00906614785992218,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.034999999999999996,2.61,0.009399999999999999,26.099999999999998,2.61e-4,9.399999999999999,34.99999999999999,LMA,3.601532567049808,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.034999999999999996,2.61,0.009399999999999999,26.099999999999998,2.61e-4,9.399999999999999,34.99999999999999,LDMC,0.26857142857142857,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.034999999999999996,2.61,0.009399999999999999,26.099999999999998,2.61e-4,9.399999999999999,34.99999999999999,LWC,0.7314285714285714,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.034999999999999996,2.61,0.009399999999999999,26.099999999999998,2.61e-4,9.399999999999999,34.99999999999999,EWT,0.009808429118773946,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.036,4.22,0.0077,42.199999999999996,4.2199999999999996e-4,7.7,36,LMA,1.8246445497630333,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.036,4.22,0.0077,42.199999999999996,4.2199999999999996e-4,7.7,36,LDMC,0.2138888888888889,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.036,4.22,0.0077,42.199999999999996,4.2199999999999996e-4,7.7,36,LWC,0.7861111111111111,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.036,4.22,0.0077,42.199999999999996,4.2199999999999996e-4,7.7,36,EWT,0.00670616113744076,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.032,2.8,0.0053,28,2.8e-4,5.3,32,LMA,1.892857142857143,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.032,2.8,0.0053,28,2.8e-4,5.3,32,LDMC,0.165625,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.032,2.8,0.0053,28,2.8e-4,5.3,32,LWC,0.834375,field,FALSE
Hazelrigg,NPK,12/07/2025,T3,AO,12,0.032,2.8,0.0053,28,2.8e-4,5.3,32,EWT,0.009535714285714288,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.274,15.15,0.0753,151.5,0.001515,75.30000000000001,274,LMA,4.970297029702971,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.274,15.15,0.0753,151.5,0.001515,75.30000000000001,274,LDMC,0.27481751824817524,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.274,15.15,0.0753,151.5,0.001515,75.30000000000001,274,LWC,0.7251824817518248,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.274,15.15,0.0753,151.5,0.001515,75.30000000000001,274,EWT,0.013115511551155118,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.167,14.26,0.0828,142.6,0.001426,82.8,167,LMA,5.806451612903226,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.167,14.26,0.0828,142.6,0.001426,82.8,167,LDMC,0.49580838323353293,field,TRUE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.167,14.26,0.0828,142.6,0.001426,82.8,167,LWC,0.5041916167664671,field,TRUE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.167,14.26,0.0828,142.6,0.001426,82.8,167,EWT,0.005904628330995794,field,TRUE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.222,10.097,0.0675,100.97,0.0010096999999999999,67.5,222,LMA,6.685154006140438,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.222,10.097,0.0675,100.97,0.0010096999999999999,67.5,222,LDMC,0.30405405405405406,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.222,10.097,0.0675,100.97,0.0010096999999999999,67.5,222,LWC,0.6959459459459459,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,1,0.222,10.097,0.0675,100.97,0.0010096999999999999,67.5,222,EWT,0.015301574725165893,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.314,10.014,0.06520000000000001,100.13999999999999,0.0010014,65.2,314,LMA,6.5108847613341325,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.314,10.014,0.06520000000000001,100.13999999999999,0.0010014,65.2,314,LDMC,0.20764331210191084,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.314,10.014,0.06520000000000001,100.13999999999999,0.0010014,65.2,314,LWC,0.7923566878980892,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.314,10.014,0.06520000000000001,100.13999999999999,0.0010014,65.2,314,EWT,0.024845216696624726,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.29300000000000004,6.4510000000000005,0.0349,64.51,6.451e-4,34.9,293.00000000000006,LMA,5.410013951325375,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.29300000000000004,6.4510000000000005,0.0349,64.51,6.451e-4,34.9,293.00000000000006,LDMC,0.1191126279863481,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.29300000000000004,6.4510000000000005,0.0349,64.51,6.451e-4,34.9,293.00000000000006,LWC,0.880887372013652,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.29300000000000004,6.4510000000000005,0.0349,64.51,6.451e-4,34.9,293.00000000000006,EWT,0.040009300883583954,field,TRUE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.221,7.433000000000001,0.054200000000000005,74.33000000000001,7.433000000000001e-4,54.2,221,LMA,7.291806807480156,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.221,7.433000000000001,0.054200000000000005,74.33000000000001,7.433000000000001e-4,54.2,221,LDMC,0.24524886877828056,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.221,7.433000000000001,0.054200000000000005,74.33000000000001,7.433000000000001e-4,54.2,221,LWC,0.7547511312217196,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,2,0.221,7.433000000000001,0.054200000000000005,74.33000000000001,7.433000000000001e-4,54.2,221,EWT,0.022440468182429705,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.388,21.102,0.0855,211.02,0.0021102,85.5,388,LMA,4.051748649417116,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.388,21.102,0.0855,211.02,0.0021102,85.5,388,LDMC,0.22036082474226804,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.388,21.102,0.0855,211.02,0.0021102,85.5,388,LWC,0.779639175257732,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.388,21.102,0.0855,211.02,0.0021102,85.5,388,EWT,0.014335134110510852,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.167,8.377,0.034300000000000004,83.77000000000001,8.377e-4,34.300000000000004,167,LMA,4.094544586367435,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.167,8.377,0.034300000000000004,83.77000000000001,8.377e-4,34.300000000000004,167,LDMC,0.20538922155688624,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.167,8.377,0.034300000000000004,83.77000000000001,8.377e-4,34.300000000000004,167,LWC,0.7946107784431137,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.167,8.377,0.034300000000000004,83.77000000000001,8.377e-4,34.300000000000004,167,EWT,0.01584099319565477,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.10700000000000001,5.138,0.025500000000000002,51.379999999999995,5.138e-4,25.500000000000004,107.00000000000001,LMA,4.9630206305955635,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.10700000000000001,5.138,0.025500000000000002,51.379999999999995,5.138e-4,25.500000000000004,107.00000000000001,LDMC,0.2383177570093458,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.10700000000000001,5.138,0.025500000000000002,51.379999999999995,5.138e-4,25.500000000000004,107.00000000000001,LWC,0.7616822429906542,field,FALSE
Hazelrigg,NPK_DIST,21/05/2025,T1,RR,3,0.10700000000000001,5.138,0.025500000000000002,51.379999999999995,5.138e-4,25.500000000000004,107.00000000000001,EWT,0.015862203191903467,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.26,11.415000000000001,0.057100000000000005,114.15,0.0011415000000000002,57.1,260,LMA,5.002190100744634,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.26,11.415000000000001,0.057100000000000005,114.15,0.0011415000000000002,57.1,260,LDMC,0.21961538461538463,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.26,11.415000000000001,0.057100000000000005,114.15,0.0011415000000000002,57.1,260,LWC,0.7803846153846155,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.26,11.415000000000001,0.057100000000000005,114.15,0.0011415000000000002,57.1,260,EWT,0.0177748576434516,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.17800000000000002,8.365000000000002,0.0344,83.65000000000002,8.365000000000002e-4,34.4,178.00000000000003,LMA,4.112372982665868,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.17800000000000002,8.365000000000002,0.0344,83.65000000000002,8.365000000000002e-4,34.4,178.00000000000003,LDMC,0.19325842696629209,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.17800000000000002,8.365000000000002,0.0344,83.65000000000002,8.365000000000002e-4,34.4,178.00000000000003,LWC,0.8067415730337079,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.17800000000000002,8.365000000000002,0.0344,83.65000000000002,8.365000000000002e-4,34.4,178.00000000000003,EWT,0.017166766288105196,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.096,4.321999999999999,0.021500000000000002,43.21999999999999,4.3219999999999993e-4,21.5,96,LMA,4.974548819990746,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.096,4.321999999999999,0.021500000000000002,43.21999999999999,4.3219999999999993e-4,21.5,96,LDMC,0.22395833333333334,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.096,4.321999999999999,0.021500000000000002,43.21999999999999,4.3219999999999993e-4,21.5,96,LWC,0.7760416666666666,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,4,0.096,4.321999999999999,0.021500000000000002,43.21999999999999,4.3219999999999993e-4,21.5,96,EWT,0.017237390097177237,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.194,7.528,0.0488,75.28,7.528e-4,48.800000000000004,194,LMA,6.4824654622741775,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.194,7.528,0.0488,75.28,7.528e-4,48.800000000000004,194,LDMC,0.2515463917525773,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.194,7.528,0.0488,75.28,7.528e-4,48.800000000000004,194,LWC,0.7484536082474226,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.194,7.528,0.0488,75.28,7.528e-4,48.800000000000004,194,EWT,0.019287991498405953,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.17300000000000001,7.982,0.0461,79.82000000000001,7.982e-4,46.1,173.00000000000003,LMA,5.775494863442746,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.17300000000000001,7.982,0.0461,79.82000000000001,7.982e-4,46.1,173.00000000000003,LDMC,0.2664739884393063,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.17300000000000001,7.982,0.0461,79.82000000000001,7.982e-4,46.1,173.00000000000003,LWC,0.7335260115606937,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.17300000000000001,7.982,0.0461,79.82000000000001,7.982e-4,46.1,173.00000000000003,EWT,0.015898271109997496,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.33699999999999997,12.814,0.08879999999999999,128.14,0.0012814,88.79999999999998,336.99999999999994,LMA,6.929920399562977,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.33699999999999997,12.814,0.08879999999999999,128.14,0.0012814,88.79999999999998,336.99999999999994,LDMC,0.2635014836795252,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.33699999999999997,12.814,0.08879999999999999,128.14,0.0012814,88.79999999999998,336.99999999999994,LWC,0.7364985163204748,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,5,0.33699999999999997,12.814,0.08879999999999999,128.14,0.0012814,88.79999999999998,336.99999999999994,EWT,0.01936943967535508,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.21500000000000002,9.459000000000001,0.042800000000000005,94.59000000000002,9.459000000000002e-4,42.800000000000004,215.00000000000003,LMA,4.524791204144201,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.21500000000000002,9.459000000000001,0.042800000000000005,94.59000000000002,9.459000000000002e-4,42.800000000000004,215.00000000000003,LDMC,0.19906976744186045,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.21500000000000002,9.459000000000001,0.042800000000000005,94.59000000000002,9.459000000000002e-4,42.800000000000004,215.00000000000003,LWC,0.8009302325581396,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.21500000000000002,9.459000000000001,0.042800000000000005,94.59000000000002,9.459000000000002e-4,42.800000000000004,215.00000000000003,EWT,0.01820488423723438,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14800000000000002,6.3,0.029199999999999997,63,6.3e-4,29.199999999999996,148.00000000000003,LMA,4.634920634920634,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14800000000000002,6.3,0.029199999999999997,63,6.3e-4,29.199999999999996,148.00000000000003,LDMC,0.19729729729729722,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14800000000000002,6.3,0.029199999999999997,63,6.3e-4,29.199999999999996,148.00000000000003,LWC,0.8027027027027028,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14800000000000002,6.3,0.029199999999999997,63,6.3e-4,29.199999999999996,148.00000000000003,EWT,0.01885714285714286,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14200000000000002,6.229,0.028999999999999998,62.29,6.229e-4,28.999999999999996,142.00000000000003,LMA,4.655642960346764,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14200000000000002,6.229,0.028999999999999998,62.29,6.229e-4,28.999999999999996,142.00000000000003,LDMC,0.20422535211267598,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14200000000000002,6.229,0.028999999999999998,62.29,6.229e-4,28.999999999999996,142.00000000000003,LWC,0.795774647887324,field,FALSE
Hazelrigg,DIST,21/05/2025,T1,RR,6,0.14200000000000002,6.229,0.028999999999999998,62.29,6.229e-4,28.999999999999996,142.00000000000003,EWT,0.018140953604109812,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.195,9.582,0.05160000000000001,95.82000000000001,9.582000000000001e-4,51.60000000000001,195,LMA,5.3850970569818415,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.195,9.582,0.05160000000000001,95.82000000000001,9.582000000000001e-4,51.60000000000001,195,LDMC,0.26461538461538464,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.195,9.582,0.05160000000000001,95.82000000000001,9.582000000000001e-4,51.60000000000001,195,LWC,0.7353846153846153,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.195,9.582,0.05160000000000001,95.82000000000001,9.582000000000001e-4,51.60000000000001,195,EWT,0.01496556042579837,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.079,4.45,0.0244,44.5,4.4500000000000003e-4,24.400000000000002,79,LMA,5.48314606741573,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.079,4.45,0.0244,44.5,4.4500000000000003e-4,24.400000000000002,79,LDMC,0.3088607594936709,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.079,4.45,0.0244,44.5,4.4500000000000003e-4,24.400000000000002,79,LWC,0.691139240506329,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.079,4.45,0.0244,44.5,4.4500000000000003e-4,24.400000000000002,79,EWT,0.012269662921348314,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.033,1.7389999999999999,0.0107,17.39,1.739e-4,10.7,33,LMA,6.152961472110408,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.033,1.7389999999999999,0.0107,17.39,1.739e-4,10.7,33,LDMC,0.3242424242424242,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.033,1.7389999999999999,0.0107,17.39,1.739e-4,10.7,33,LWC,0.6757575757575758,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,7,0.033,1.7389999999999999,0.0107,17.39,1.739e-4,10.7,33,EWT,0.012823461759631975,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.15300000000000002,10.365000000000002,0.0375,103.65000000000002,0.0010365,37.5,153.00000000000003,LMA,3.6179450072358894,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.15300000000000002,10.365000000000002,0.0375,103.65000000000002,0.0010365,37.5,153.00000000000003,LDMC,0.24509803921568624,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.15300000000000002,10.365000000000002,0.0375,103.65000000000002,0.0010365,37.5,153.00000000000003,LWC,0.7549019607843138,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.15300000000000002,10.365000000000002,0.0375,103.65000000000002,0.0010365,37.5,153.00000000000003,EWT,0.011143270622286542,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.201,10.136,0.0565,101.35999999999999,0.0010136,56.5,201,LMA,5.574191002367798,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.201,10.136,0.0565,101.35999999999999,0.0010136,56.5,201,LDMC,0.2810945273631841,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.201,10.136,0.0565,101.35999999999999,0.0010136,56.5,201,LWC,0.7189054726368159,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.201,10.136,0.0565,101.35999999999999,0.0010136,56.5,201,EWT,0.014256116811365434,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.061,3.078,0.0199,30.779999999999998,3.078e-4,19.900000000000002,61,LMA,6.465237166991554,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.061,3.078,0.0199,30.779999999999998,3.078e-4,19.900000000000002,61,LDMC,0.32622950819672136,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.061,3.078,0.0199,30.779999999999998,3.078e-4,19.900000000000002,61,LWC,0.6737704918032786,field,FALSE
Hazelrigg,NPK,21/05/2025,T1,RR,8,0.061,3.078,0.0199,30.779999999999998,3.078e-4,19.900000000000002,61,EWT,0.013352826510721246,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.081,4.653999999999999,0.0241,46.53999999999999,4.6539999999999993e-4,24.1,81,LMA,5.178341211860766,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.081,4.653999999999999,0.0241,46.53999999999999,4.6539999999999993e-4,24.1,81,LDMC,0.2975308641975309,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.081,4.653999999999999,0.0241,46.53999999999999,4.6539999999999993e-4,24.1,81,LWC,0.7024691358024692,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.081,4.653999999999999,0.0241,46.53999999999999,4.6539999999999993e-4,24.1,81,EWT,0.012226042114310274,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.08700000000000001,4.6339999999999995,0.0252,46.339999999999996,4.6339999999999993e-4,25.2,87.00000000000001,LMA,5.4380664652567985,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.08700000000000001,4.6339999999999995,0.0252,46.339999999999996,4.6339999999999993e-4,25.2,87.00000000000001,LDMC,0.28965517241379307,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.08700000000000001,4.6339999999999995,0.0252,46.339999999999996,4.6339999999999993e-4,25.2,87.00000000000001,LWC,0.7103448275862069,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.08700000000000001,4.6339999999999995,0.0252,46.339999999999996,4.6339999999999993e-4,25.2,87.00000000000001,EWT,0.01333621061717739,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.018000000000000002,1.414,0.0059,14.139999999999999,1.414e-4,5.8999999999999995,18.000000000000004,LMA,4.172560113154172,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.018000000000000002,1.414,0.0059,14.139999999999999,1.414e-4,5.8999999999999995,18.000000000000004,LDMC,0.32777777777777767,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.018000000000000002,1.414,0.0059,14.139999999999999,1.414e-4,5.8999999999999995,18.000000000000004,LWC,0.6722222222222224,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,10,0.018000000000000002,1.414,0.0059,14.139999999999999,1.414e-4,5.8999999999999995,18.000000000000004,EWT,0.00855728429985856,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.194,9.464,0.058600000000000006,94.64,9.464e-4,58.60000000000001,194,LMA,6.191885038038885,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.194,9.464,0.058600000000000006,94.64,9.464e-4,58.60000000000001,194,LDMC,0.30206185567010313,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.194,9.464,0.058600000000000006,94.64,9.464e-4,58.60000000000001,194,LWC,0.6979381443298968,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.194,9.464,0.058600000000000006,94.64,9.464e-4,58.60000000000001,194,EWT,0.01430684699915469,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.261,14.32,0.07160000000000001,143.2,0.0014320000000000001,71.60000000000001,261,LMA,5.000000000000001,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.261,14.32,0.07160000000000001,143.2,0.0014320000000000001,71.60000000000001,261,LDMC,0.2743295019157088,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.261,14.32,0.07160000000000001,143.2,0.0014320000000000001,71.60000000000001,261,LWC,0.7256704980842911,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.261,14.32,0.07160000000000001,143.2,0.0014320000000000001,71.60000000000001,261,EWT,0.013226256983240222,field,FALSE
Hazelrigg,CONT,21/05/2025,T1,RR,11,0.062,4.048,0.019,40.480000000000004,4.0480000000000003e-4,19,62,LMA,4.6936758893280635,field,FALSE
