date,site,tasmax
2025-07-06,Ainsdale,18.151060267857144
2025-07-06,Hazelrigg,17.8974609375
2025-07-06,Wytham,21.85546875
2025-07-07,Ainsdale,18.099330357142858
2025-07-07,Hazelrigg,17.470947265625
2025-07-07,Wytham,21.2587890625
2025-07-08,Ainsdale,18.08334263392857
2025-07-08,Hazelrigg,16.5966796875
2025-07-08,Wytham,24.16015625
2025-07-09,Ainsdale,20.98021763392857
2025-07-09,Hazelrigg,19.119384765625
2025-07-09,Wytham,27.017578125
2025-07-10,Ainsdale,22.64656808035714
2025-07-10,Hazelrigg,22.01123046875
2025-07-10,Wytham,30.1201171875
2025-07-11,Ainsdale,26.65678013392857
2025-07-11,Hazelrigg,25.2890625
2025-07-11,Wytham,32.18359375
2025-07-12,Ainsdale,29.686997767857143
2025-07-12,Hazelrigg,27.836669921875
2025-07-12,Wytham,30.142578125
2025-07-13,Ainsdale,26.730106026785716
2025-07-13,Hazelrigg,26.031005859375
2025-07-13,Wytham,27.7041015625
2025-07-14,Ainsdale,21.77993861607143
2025-07-14,Hazelrigg,19.534912109375
2025-07-14,Wytham,24.173828125
2025-07-15,Ainsdale,18.22622767857143
2025-07-15,Hazelrigg,17.859130859375
2025-07-15,Wytham,20.38671875
2025-07-16,Ainsdale,20.41060267857143
2025-07-16,Hazelrigg,21.524658203125
2025-07-16,Wytham,24.9755859375
2025-07-17,Ainsdale,22.09310825892857
2025-07-17,Hazelrigg,21.07177734375
2025-07-17,Wytham,25.7744140625
2025-07-18,Ainsdale,21.72904575892857
2025-07-18,Hazelrigg,20.239501953125
2025-07-18,Wytham,26.818359375
2025-07-19,Ainsdale,22.459905133928572
2025-07-19,Hazelrigg,19.859375
2025-07-19,Wytham,22.302734375
2025-07-20,Ainsdale,20.46263950892857
2025-07-20,Hazelrigg,20.399658203125
2025-07-20,Wytham,22.080078125
2025-07-21,Ainsdale,21.40962611607143
2025-07-21,Hazelrigg,20.083251953125
2025-07-21,Wytham,23.6669921875
2025-07-22,Ainsdale,18.7646484375
2025-07-22,Hazelrigg,17.89990234375
2025-07-22,Wytham,21.6083984375
2025-07-23,Ainsdale,19.994838169642858
2025-07-23,Hazelrigg,19.663330078125
2025-07-23,Wytham,20.4248046875
2025-07-24,Ainsdale,20.521121651785716
2025-07-24,Hazelrigg,20.34912109375
2025-07-24,Wytham,21.4716796875
2025-07-25,Ainsdale,21.718470982142858
2025-07-25,Hazelrigg,19.04833984375
2025-07-25,Wytham,26.5703125
2025-07-26,Ainsdale,19.95845424107143
2025-07-26,Hazelrigg,18.598876953125
2025-07-26,Wytham,24.0947265625
2025-07-27,Ainsdale,19.086969866071428
2025-07-27,Hazelrigg,17.385009765625
2025-07-27,Wytham,21.4638671875
2025-07-28,Ainsdale,19.6744140625
2025-07-28,Hazelrigg,18.0029296875
2025-07-28,Wytham,22.11328125
2025-07-29,Ainsdale,19.458175223214287
2025-07-29,Hazelrigg,18.5498046875
2025-07-29,Wytham,20.892578125
2025-07-30,Ainsdale,19.031752232142857
2025-07-30,Hazelrigg,17.681640625
2025-07-30,Wytham,25.2900390625
2025-07-31,Ainsdale,18.975809151785715
2025-07-31,Hazelrigg,19.189208984375
2025-07-31,Wytham,23.3896484375
2025-08-01,Ainsdale,19.018610491071428
2025-08-01,Hazelrigg,16.97998046875
2025-08-01,Wytham,20.3818359375
2025-08-02,Ainsdale,18.904241071428572
2025-08-02,Hazelrigg,17.56494140625
2025-08-02,Wytham,22.3515625
2025-08-03,Ainsdale,20.112862723214285
2025-08-03,Hazelrigg,19.1982421875
2025-08-03,Wytham,24.0244140625
2025-08-04,Ainsdale,19.7619140625
2025-08-04,Hazelrigg,18.27978515625
2025-08-04,Wytham,21.7080078125
2025-08-05,Ainsdale,18.498074776785714
2025-08-05,Hazelrigg,16.89892578125
2025-08-05,Wytham,20.7724609375
2025-08-06,Ainsdale,18.810825892857142
2025-08-06,Hazelrigg,17.2021484375
2025-08-06,Wytham,23.0146484375
2025-08-07,Ainsdale,20.956166294642856
2025-08-07,Hazelrigg,19.44580078125
2025-08-07,Wytham,23.6064453125
2025-08-08,Ainsdale,20.343443080357144
2025-08-08,Hazelrigg,19.33740234375
2025-08-08,Wytham,22.9775390625
2025-08-09,Ainsdale,20.05318080357143
2025-08-09,Hazelrigg,18.4970703125
2025-08-09,Wytham,23.927734375
2025-08-10,Ainsdale,21.225223214285716
2025-08-10,Hazelrigg,19.39697265625
2025-08-10,Wytham,26.4423828125
2025-08-11,Ainsdale,24.69204799107143
2025-08-11,Hazelrigg,23.822021484375
2025-08-11,Wytham,28.45703125
2025-08-12,Ainsdale,28.44966517857143
2025-08-12,Hazelrigg,27.242431640625
2025-08-12,Wytham,32.0234375
