date,site,tasmax
2025-08-13,Ainsdale,23.891824776785715
2025-08-13,Hazelrigg,23.81396484375
2025-08-13,Wytham,27.251953125
2025-08-14,Ainsdale,22.990457589285715
2025-08-14,Hazelrigg,21.805908203125
2025-08-14,Wytham,26.150390625
2025-08-15,Ainsdale,21.477957589285715
2025-08-15,Hazelrigg,20.511474609375
2025-08-15,Wytham,28.5654296875
2025-08-16,Ainsdale,24.022181919642858
2025-08-16,Hazelrigg,21.995361328125
2025-08-16,Wytham,21.423828125
2025-08-17,Ainsdale,24.829771205357144
2025-08-17,Hazelrigg,22.998291015625
2025-08-17,Wytham,25.6435546875
2025-08-18,Ainsdale,20.67260044642857
2025-08-18,Hazelrigg,19.677490234375
2025-08-18,Wytham,21.0986328125
2025-08-19,Ainsdale,19.31400669642857
2025-08-19,Hazelrigg,18.879150390625
2025-08-19,Wytham,23.2275390625
2025-08-20,Ainsdale,18.97017299107143
2025-08-20,Hazelrigg,17.894775390625
2025-08-20,Wytham,19.7412109375
2025-08-21,Ainsdale,18.58984375
2025-08-21,Hazelrigg,16.922607421875
2025-08-21,Wytham,19.8974609375
2025-08-22,Ainsdale,19.30477120535714
2025-08-22,Hazelrigg,17.336669921875
2025-08-22,Wytham,22.80859375
2025-08-23,Ainsdale,21.159207589285714
2025-08-23,Hazelrigg,20.407470703125
2025-08-23,Wytham,21.6357421875
2025-08-24,Ainsdale,23.73295200892857
2025-08-24,Hazelrigg,22.932861328125
2025-08-24,Wytham,24.390625
2025-08-25,Ainsdale,27.588588169642858
2025-08-25,Hazelrigg,26.097412109375
2025-08-25,Wytham,27.2890625
2025-08-26,Ainsdale,21.324832589285716
2025-08-26,Hazelrigg,19.83056640625
2025-08-26,Wytham,24.64453125
2025-08-27,Ainsdale,20.140401785714285
2025-08-27,Hazelrigg,19.287109375
2025-08-27,Wytham,21.5791015625
2025-08-28,Ainsdale,18.074720982142857
2025-08-28,Hazelrigg,18.037109375
2025-08-28,Wytham,21.2412109375
2025-08-29,Ainsdale,19.3384765625
2025-08-29,Hazelrigg,17.598388671875
2025-08-29,Wytham,20.94140625
2025-08-30,Ainsdale,19.87979910714286
2025-08-30,Hazelrigg,19.551025390625
2025-08-30,Wytham,20.068359375
2025-08-31,Ainsdale,20.25513392857143
2025-08-31,Hazelrigg,19.087158203125
2025-08-31,Wytham,19.970703125
2025-09-01,Ainsdale,19.121707589285716
2025-09-01,Hazelrigg,17.341552734375
2025-09-01,Wytham,20.021484375
2025-09-02,Ainsdale,20.0697265625
2025-09-02,Hazelrigg,18.662353515625
2025-09-02,Wytham,18.65234375
2025-09-03,Ainsdale,19.123353794642856
2025-09-03,Hazelrigg,17.191650390625
2025-09-03,Wytham,19.748046875
2025-09-04,Ainsdale,17.541629464285716
2025-09-04,Hazelrigg,16.9599609375
2025-09-04,Wytham,19.1123046875
2025-09-05,Ainsdale,19.088504464285716
2025-09-05,Hazelrigg,17.978515625
2025-09-05,Wytham,21.0458984375
2025-09-06,Ainsdale,21.706473214285715
2025-09-06,Hazelrigg,20.376220703125
2025-09-06,Wytham,22.6923828125
2025-09-07,Ainsdale,19.471819196428573
2025-09-07,Hazelrigg,19.171142578125
2025-09-07,Wytham,23.216796875
2025-09-08,Ainsdale,18.879324776785715
2025-09-08,Hazelrigg,18.062744140625
2025-09-08,Wytham,20.4248046875
2025-09-09,Ainsdale,19.896177455357144
2025-09-09,Hazelrigg,19.5869140625
2025-09-09,Wytham,20.296875
2025-09-10,Ainsdale,18.846065848214284
2025-09-10,Hazelrigg,18.53515625
2025-09-10,Wytham,17.5654296875
2025-09-11,Ainsdale,16.94522879464286
2025-09-11,Hazelrigg,15.63671875
2025-09-11,Wytham,17.2705078125
2025-09-12,Ainsdale,17.162220982142856
2025-09-12,Hazelrigg,16.00146484375
2025-09-12,Wytham,17.01953125
2025-09-13,Ainsdale,16.56372767857143
2025-09-13,Hazelrigg,15.468017578125
2025-09-13,Wytham,17.5439453125
2025-09-14,Ainsdale,15.908147321428572
2025-09-14,Hazelrigg,14.640380859375
2025-09-14,Wytham,17.27734375
2025-09-15,Ainsdale,15.6533203125
2025-09-15,Hazelrigg,14.94482421875
2025-09-15,Wytham,17.8740234375
2025-09-16,Ainsdale,16.661439732142856
2025-09-16,Hazelrigg,15.1865234375
2025-09-16,Wytham,18.267578125
2025-09-17,Ainsdale,19.62162388392857
2025-09-17,Hazelrigg,18.57763671875
2025-09-17,Wytham,19.1298828125
2025-09-18,Ainsdale,19.226618303571428
2025-09-18,Hazelrigg,18.051025390625
2025-09-18,Wytham,21.8662109375
2025-09-19,Ainsdale,19.614397321428573
2025-09-19,Hazelrigg,18.732421875
2025-09-19,Wytham,25.1708984375
2025-09-20,Ainsdale,13.839815848214286
2025-09-20,Hazelrigg,12.680419921875
2025-09-20,Wytham,18.912109375
2025-09-21,Ainsdale,14.169670758928572
2025-09-21,Hazelrigg,13.59423828125
2025-09-21,Wytham,14.7919921875
2025-09-22,Ainsdale,15.0478515625
2025-09-22,Hazelrigg,14.205322265625
2025-09-22,Wytham,15.0986328125
2025-09-23,Ainsdale,16.044419642857143
2025-09-23,Hazelrigg,14.82958984375
2025-09-23,Wytham,15.84765625
2025-09-24,Ainsdale,17.310323660714285
2025-09-24,Hazelrigg,16.275146484375
2025-09-24,Wytham,16.0849609375
2025-09-25,Ainsdale,18.394140625
2025-09-25,Hazelrigg,17.62841796875
2025-09-25,Wytham,17.767578125
2025-09-26,Ainsdale,16.739620535714284
2025-09-26,Hazelrigg,16.244140625
2025-09-26,Wytham,14.2216796875
2025-09-27,Ainsdale,15.877818080357143
2025-09-27,Hazelrigg,15.000732421875
2025-09-27,Wytham,15.0400390625
2025-09-28,Ainsdale,16.03328683035714
2025-09-28,Hazelrigg,15.55078125
2025-09-28,Wytham,17.2724609375
2025-09-29,Ainsdale,16.04679129464286
2025-09-29,Hazelrigg,14.740478515625
2025-09-29,Wytham,17.6435546875
2025-09-30,Ainsdale,18.00658482142857
2025-09-30,Hazelrigg,16.6748046875
2025-09-30,Wytham,18.8310546875
