date,site,rainfall
2025-07-23,Ainsdale,0.9573102678571429
2025-07-23,Hazelrigg,0.003662109375
2025-07-23,Wytham,0.3408203125
2025-07-24,Ainsdale,0.0010881696428571431
2025-07-24,Hazelrigg,0
2025-07-24,Wytham,0.0029296875
2025-07-25,Ainsdale,0.04857700892857143
2025-07-25,Hazelrigg,0.02197265625
2025-07-25,Wytham,0
2025-07-26,Ainsdale,0.014536830357142858
2025-07-26,Hazelrigg,0.00341796875
2025-07-26,Wytham,0.2607421875
2025-07-27,Ainsdale,2.1324218750000004
2025-07-27,Hazelrigg,0.6015625
2025-07-27,Wytham,0
2025-07-28,Ainsdale,3.1388671875
2025-07-28,Hazelrigg,0.80859375
2025-07-28,Wytham,0.033203125
2025-07-29,Ainsdale,0.13657924107142858
2025-07-29,Hazelrigg,0.302978515625
2025-07-29,Wytham,0.10546875
2025-07-30,Ainsdale,2.655496651785714
2025-07-30,Hazelrigg,0.1005859375
2025-07-30,Wytham,11.71484375
2025-07-31,Ainsdale,0.041238839285714285
2025-07-31,Hazelrigg,0.198974609375
2025-07-31,Wytham,3.37890625
2025-08-01,Ainsdale,0.04969308035714286
2025-08-01,Hazelrigg,0.03173828125
2025-08-01,Wytham,1.10546875
2025-08-02,Ainsdale,2.267020089285714
2025-08-02,Hazelrigg,6.708984375
2025-08-02,Wytham,0
2025-08-03,Ainsdale,5.688113839285715
2025-08-03,Hazelrigg,17.626953125
2025-08-03,Wytham,1.3662109375
2025-08-04,Ainsdale,1.1234933035714285
2025-08-04,Hazelrigg,0.845458984375
2025-08-04,Wytham,0.8447265625
2025-08-05,Ainsdale,0.06400669642857143
2025-08-05,Hazelrigg,1.80029296875
2025-08-05,Wytham,0
2025-08-06,Ainsdale,1.4131138392857143
2025-08-06,Hazelrigg,3.834716796875
2025-08-06,Wytham,0
2025-08-07,Ainsdale,0.1676060267857143
2025-08-07,Hazelrigg,0.349853515625
2025-08-07,Wytham,0.2939453125
2025-08-08,Ainsdale,0.0026785714285714286
2025-08-08,Hazelrigg,0.117919921875
2025-08-08,Wytham,0
2025-08-09,Ainsdale,0.012053571428571429
2025-08-09,Hazelrigg,0.24365234375
2025-08-09,Wytham,0
2025-08-10,Ainsdale,0.0015066964285714286
2025-08-10,Hazelrigg,0.582763671875
2025-08-10,Wytham,9.765625e-4
2025-08-11,Ainsdale,0.20086495535714285
2025-08-11,Hazelrigg,0.027099609375
