LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,observationId,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,V29,New_trait_name
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996734,57994087,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.23,g g-1,Single,NA,NA,NA,0.23,g/g,NA,NA,2.00164,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996735,57994095,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.171,g g-1,Single,NA,NA,NA,0.171,g/g,NA,NA,1.05208,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996736,57994103,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.151,g g-1,Single,NA,NA,NA,0.151,g/g,NA,NA,1.33968,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996737,57994111,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.185,g g-1,Single,NA,NA,NA,0.185,g/g,NA,57994031,0.877676,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996738,57994119,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.179,g g-1,Single,NA,NA,NA,0.179,g/g,NA,NA,0.950746,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996739,57994127,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.211,g g-1,Single,NA,NA,NA,0.211,g/g,NA,NA,1.49639,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996740,57994135,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.119,g g-1,Single,NA,NA,NA,0.119,g/g,NA,NA,2.23805,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996741,57994143,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.192,g g-1,Single,NA,NA,NA,0.192,g/g,NA,NA,0.943433,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996742,57994151,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.212,g g-1,Single,NA,NA,NA,0.212,g/g,NA,NA,1.5241,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996743,57994159,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.209,g g-1,Single,NA,NA,NA,0.209,g/g,NA,NA,1.44058,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996744,57994167,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.19,g g-1,Single,NA,NA,NA,0.19,g/g,NA,NA,0.882072,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996745,57994175,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.192,g g-1,Single,NA,NA,NA,0.192,g/g,NA,NA,0.943433,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996746,57994183,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.193,g g-1,Single,NA,NA,NA,0.193,g/g,NA,NA,0.973874,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996747,57994191,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.231,g g-1,Single,NA,NA,NA,0.231,g/g,NA,NA,2.02706,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996748,57994199,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.436,g g-1,Single,NA,NA,NA,0.436,g/g,NA,NA,5.74941,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996749,57994207,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.217,g g-1,Single,NA,NA,NA,0.217,g/g,NA,NA,1.6607,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996750,57994215,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.168,g g-1,Single,NA,NA,NA,0.168,g/g,NA,57993783,1.09131,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996751,57994223,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.167,g g-1,Single,NA,NA,NA,0.167,g/g,NA,NA,1.10454,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996752,57994231,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.157,g g-1,Single,NA,NA,NA,0.157,g/g,NA,NA,1.24139,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996753,57994239,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.33,g g-1,Single,NA,NA,NA,0.33,g/g,NA,NA,4.11714,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996754,57994247,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.175,g g-1,Single,NA,NA,NA,0.175,g/g,NA,NA,1.00083,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996755,57994255,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.24,g g-1,Single,NA,NA,NA,0.24,g/g,NA,NA,2.25103,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996756,57994263,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.238,g g-1,Single,NA,NA,NA,0.238,g/g,NA,NA,2.202,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996757,57994271,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.23,g g-1,Single,NA,NA,NA,0.23,g/g,NA,NA,2.00164,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996758,57994279,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.234,g g-1,Single,NA,NA,NA,0.234,g/g,NA,NA,2.10267,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996759,57994287,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.242,g g-1,Single,NA,NA,NA,0.242,g/g,NA,NA,2.29966,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996760,57994295,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.167,g g-1,Single,NA,NA,NA,0.167,g/g,NA,NA,1.10454,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996761,57994303,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.181,g g-1,Single,NA,NA,NA,0.181,g/g,NA,NA,0.926121,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996762,57994311,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.196,g g-1,Single,NA,NA,NA,0.196,g/g,NA,NA,1.06426,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996763,57994319,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.221,g g-1,Single,NA,NA,NA,0.221,g/g,NA,NA,1.76773,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996764,57994327,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.163,g g-1,Single,NA,NA,NA,0.163,g/g,NA,NA,1.15827,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996765,57994335,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.187,g g-1,Single,NA,NA,NA,0.187,g/g,NA,NA,0.853845,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996766,57994343,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.181,g g-1,Single,NA,NA,NA,0.181,g/g,NA,NA,0.926121,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996767,57994351,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.291,g g-1,Single,NA,NA,NA,0.291,g/g,NA,NA,3.38014,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996768,57994359,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.134,g g-1,Single,NA,NA,NA,0.134,g/g,NA,NA,1.79023,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996769,57994367,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.192,g g-1,Single,NA,NA,NA,0.192,g/g,NA,57994175,0.943433,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996770,57994375,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.328,g g-1,Single,NA,NA,NA,0.328,g/g,NA,NA,4.08152,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996771,57994383,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.216,g g-1,Single,NA,NA,NA,0.216,g/g,NA,NA,1.63363,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996772,57994391,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.333,g g-1,Single,NA,NA,NA,0.333,g/g,NA,NA,4.17017,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996773,57994399,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.347,g g-1,Single,NA,NA,NA,0.347,g/g,NA,NA,4.41149,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996774,57994407,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.335,g g-1,Single,NA,NA,NA,0.335,g/g,NA,NA,4.20526,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996775,57994415,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.191,g g-1,Single,NA,NA,NA,0.191,g/g,NA,NA,0.912833,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996776,57994423,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.201,g g-1,Single,NA,NA,NA,0.201,g/g,NA,NA,1.21187,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996777,57994431,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.435,g g-1,Single,NA,NA,NA,0.435,g/g,NA,NA,5.73596,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
Rossi,Christian,519,SwissNationalPark_Engadine,Taraxacum officinale,99439,Taraxacum campylodes,5996778,57994439,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC [g g-1],0.273,g g-1,Single,NA,NA,NA,0.273,g/g,NA,NA,3.00598,"Rossi C., Kneubuehler M.,Schuetz M.,Shaepman M.E., Haller R.M.,Risch A.C. (2020) From local to regional: Functional diversity in differently managed alpine grasslands.Remote Sensing of Environment, Volume 236, 111415, DOI: 10.1016/j.rse.2019.111415",NA,NA,NA,LDMC
